Name,Sex,Age,Team,NOC,Sport,Medal
Marten Eikelboom,M,26,Netherlands,NED,Hockey,Gold
John Wicktor Eke (Jonsson-),M,26,Sweden,SWE,Athletics,Gold
"Oskar Harald Alexius ""Alex"" Ekstrm",M,28,Sweden,SWE,Cycling,Gold
Ahmed Muhammad Boughera El Ouafi,M,29,France,FRA,Athletics,Gold
"James Robert ""Jim"" Elder",M,34,Canada,CAN,Equestrianism,Gold
Troy Elder,M,26,Australia,AUS,Hockey,Gold
Ilona Elek-Schacherer (-Hepp),F,29,Hungary,HUN,Fencing,Gold
Ilona Elek-Schacherer (-Hepp),F,41,Hungary,HUN,Fencing,Gold
Charles Ryves Maxwell Eley,M,21,Great Britain,GBR,Rowing,Gold
"Walton Glenn Eller, III",M,26,United States,USA,Shooting,Gold
Hans Eller,M,21,Germany,GER,Rowing,Gold
Launceston Elliot,M,21,Great Britain,GBR,Weightlifting,Gold
"Herbert James ""Herb"" Elliott",M,22,Australia,AUS,Athletics,Gold
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,17,United States,USA,Swimming,Gold
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,17,United States,USA,Swimming,Gold
Taylor Ellis-Watson,F,23,United States,USA,Athletics,Gold
Adrian Charles Ellison,M,25,Great Britain,GBR,Rowing,Gold
Amanda Elmore,F,25,United States,USA,Rowing,Gold
Brittany Joyce Elmslie,F,18,Australia,AUS,Swimming,Gold
Brittany Joyce Elmslie,F,22,Australia,AUS,Swimming,Gold
Paul Bert Elvstrm,M,20,Denmark,DEN,Sailing,Gold
Paul Bert Elvstrm,M,24,Denmark,DEN,Sailing,Gold
Paul Bert Elvstrm,M,28,Denmark,DEN,Sailing,Gold
Paul Bert Elvstrm,M,32,Denmark,DEN,Sailing,Gold
Max Philip Emmerich,M,25,United States,USA,Gymnastics,Gold
"Matthew D. ""Matt"" Emmons",M,23,United States,USA,Shooting,Gold
Naho Emoto,F,22,Japan,JPN,Softball,Gold
Yuko Emoto,F,23,Japan,JPN,Judo,Gold
Ortrun Enderlein (-Zphel),F,20,Germany,GER,Luge,Gold
Yukio Endo,M,23,Japan,JPN,Gymnastics,Gold
Yukio Endo,M,27,Japan,JPN,Gymnastics,Gold
Yukio Endo,M,27,Japan,JPN,Gymnastics,Gold
Yukio Endo,M,27,Japan,JPN,Gymnastics,Gold
Yukio Endo,M,31,Japan,JPN,Gymnastics,Gold
Istvn nekes,M,21,Hungary,HUN,Boxing,Gold
Jessica Phyllis Ennis-Hill,F,26,Great Britain,GBR,Athletics,Gold
Paul N. Enquist,M,28,United States,USA,Rowing,Gold
Adam Enright,M,26,Canada,CAN,Curling,Gold
Michel Enrquez Tamayo,M,25,Cuba,CUB,Baseball,Gold
Jakob Erckrath de Bary,M,42,Germany,GER,Fencing,Gold
Sndor Erds,M,25,Hungary,HUN,Fencing,Gold
Alexandra Georgiana Maria Eremia,F,17,Romania,ROU,Gymnastics,Gold
Paul Ereng,M,21,Kenya,KEN,Athletics,Gold
Carl Alfred Erhardt,M,38,Great Britain,GBR,Ice Hockey,Gold
"Steven Richard ""Steve"" Erickson",M,22,United States,USA,Sailing,Gold
Johan Sigvard Ericsson,M,25,Sweden,SWE,Speed Skating,Gold
Sture Henrik Ericsson (-Ewrus),M,22,Sweden,SWE,Gymnastics,Gold
Krng Erik Gunnar Eriksson,M,27,Sweden,SWE,Cross Country Skiing,Gold
Knut Henry Eriksson,M,28,Sweden,SWE,Athletics,Gold
Axel Mauritz Eriksson,M,23,Sweden,SWE,Shooting,Gold
Niklas Urban Eriksson,M,24,Sweden,SWE,Ice Hockey,Gold
Yaar Erkan,M,25,Turkey,TUR,Wrestling,Gold
Philippe Ermenault,M,27,France,FRA,Cycling,Gold
Nadine Ernsting-Krienke,F,30,Germany,GER,Hockey,Gold
Arianna Errigo,F,24,Italy,ITA,Fencing,Gold
"Michael Anthony ""Mike"" Eruzione",M,25,United States,USA,Ice Hockey,Gold
Anthony Lee Ervin,M,19,United States,USA,Swimming,Gold
Anthony Lee Ervin,M,35,United States,USA,Swimming,Gold
Anthony Lee Ervin,M,35,United States,USA,Swimming,Gold
"Srgio ""Escadinha"" Dutra dos Santos",M,28,Brazil,BRA,Volleyball,Gold
"Srgio ""Escadinha"" Dutra dos Santos",M,40,Brazil,BRA,Volleyball,Gold
Jrgen Eschert,M,23,Germany,GER,Canoeing,Gold
Robert Esmie,M,24,Canada,CAN,Athletics,Gold
Chloe Esposito,F,24,Australia,AUS,Modern Pentathlon,Gold
Caldwell Blackman Esselstyn,M,22,United States,USA,Rowing,Gold
Roswitha Esser,F,23,Germany,GER,Canoeing,Gold
Tony Estanguet,M,22,France,FRA,Canoeing,Gold
Tony Estanguet,M,26,France,FRA,Canoeing,Gold
Tony Estanguet,M,34,France,FRA,Canoeing,Gold
Manuel Estiarte Duocastella,M,34,Spain,ESP,Water Polo,Gold
Jos Antonio Estrada Gonzlez,M,25,Cuba,CUB,Baseball,Gold
Jos Antonio Estrada Gonzlez,M,29,Cuba,CUB,Baseball,Gold
"Fred Rudolph Etchen, Sr.",M,39,United States,USA,Shooting,Gold
Gemma Etheridge,F,29,Australia,AUS,Rugby Sevens,Gold
"Mary Camille ""Kamie"" Ethridge",F,24,United States,USA,Basketball,Gold
"Edward Frederick ""Ed"" Etzel, Jr.",M,31,United States,USA,Shooting,Gold
Hans Eugster,M,23,Switzerland,SUI,Gymnastics,Gold
"William Best ""Billy"" Evans",M,24,United States,USA,Basketball,Gold
Janet Beth Evans,F,17,United States,USA,Swimming,Gold
Janet Beth Evans,F,17,United States,USA,Swimming,Gold
Janet Beth Evans,F,17,United States,USA,Swimming,Gold
Janet Beth Evans,F,20,United States,USA,Swimming,Gold
Lee Edward Evans,M,21,United States,USA,Athletics,Gold
Lee Edward Evans,M,21,United States,USA,Athletics,Gold
"Marcus ""Mark"" Evans",M,26,Canada,CAN,Rowing,Gold
"John Michael ""Mike"" Evans",M,26,Canada,CAN,Rowing,Gold
Peter Maxwell Evans,M,18,Australia,AUS,Swimming,Gold
"Richmond Cavill ""Dick"" Eve",M,23,Australia,AUS,Diving,Gold
Nathalie Even-Lancien,F,26,France,FRA,Cycling,Gold
Jeffrey Adam Everett,M,23,United States,USA,Baseball,Gold
"Daniel Joseph ""Danny Joe"" Everett",M,21,United States,USA,Athletics,Gold
Meike Evers,F,23,Germany,GER,Rowing,Gold
Meike Evers,F,27,Germany,GER,Rowing,Gold
Caroline Frances Evers-Swindell (-Meyer),F,25,New Zealand,NZL,Rowing,Gold
Caroline Frances Evers-Swindell (-Meyer),F,29,New Zealand,NZL,Rowing,Gold
Georgina Emma Buchanan Evers-Swindell (-Earl),F,25,New Zealand,NZL,Rowing,Gold
Georgina Emma Buchanan Evers-Swindell (-Earl),F,29,New Zealand,NZL,Rowing,Gold
"Henry Norwood ""Barney"" Ewell",M,30,United States,USA,Athletics,Gold
Patrick Aloysius Ewing,M,21,United States,USA,Basketball,Gold
Patrick Aloysius Ewing,M,29,United States,USA,Basketball,Gold
Walter Hamilton Ewing,M,30,Canada,CAN,Shooting,Gold
"Raymond Clarence ""Ray"" Ewry",M,26,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,26,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,26,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,30,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,30,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,30,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,32,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,32,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,34,United States,USA,Athletics,Gold
"Raymond Clarence ""Ray"" Ewry",M,34,United States,USA,Athletics,Gold
George Louis Eyser,M,33,United States,USA,Gymnastics,Gold
George Louis Eyser,M,33,United States,USA,Gymnastics,Gold
George Louis Eyser,M,33,United States,USA,Gymnastics,Gold
"Fabiana ""Fabi"" Alvim de Oliveira",F,28,Brazil,BRA,Volleyball,Gold
"Fabiana ""Fabi"" Alvim de Oliveira",F,32,Brazil,BRA,Volleyball,Gold
Dezs Fbin,M,33,Hungary,HUN,Water Polo,Gold
Lszl Fbin,M,25,Hungary,HUN,Modern Pentathlon,Gold
Lszl Fbin,M,20,Hungary,HUN,Canoeing,Gold
Fabiana Marcelino Claudino,F,23,Brazil,BRA,Volleyball,Gold
Fabiana Marcelino Claudino,F,27,Brazil,BRA,Volleyball,Gold
Enrico Fabris,M,24,Italy,ITA,Speed Skating,Gold
Enrico Fabris,M,24,Italy,ITA,Speed Skating,Gold
Cesare Facciani,M,22,Italy,ITA,Cycling,Gold
"Francesco ""Franco"" Faggi",M,22,Italy,ITA,Rowing,Gold
Leandro Faggin,M,23,Italy,ITA,Cycling,Gold
Leandro Faggin,M,23,Italy,ITA,Cycling,Gold
Aeriwentha Mae Faggs (-Starr),F,20,United States,USA,Athletics,Gold
Orazio Fagone,M,25,Italy,ITA,Short Track Speed Skating,Gold
David William Fairbank,M,17,United States,USA,Swimming,Gold
David William Fairbank,M,17,United States,USA,Swimming,Gold
Simon John Fairweather,M,30,Australia,AUS,Archery,Gold
Ennio Falco,M,28,Italy,ITA,Shooting,Gold
ime Fantela,M,30,Croatia,CRO,Sailing,Gold
Tams Farag,M,23,Hungary,HUN,Water Polo,Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,29,Great Britain,GBR,Athletics,Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,29,Great Britain,GBR,Athletics,Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,33,Great Britain,GBR,Athletics,Gold
"Mohamed Muktar Jama ""Mo"" Farah",M,33,Great Britain,GBR,Athletics,Gold
"Joseph Halpin ""Joe"" Fargis, IV",M,36,United States,USA,Equestrianism,Gold
"Joseph Halpin ""Joe"" Fargis, IV",M,36,United States,USA,Equestrianism,Gold
Gianluca Farina,M,25,Italy,ITA,Rowing,Gold
Linn Markley Farish,M,22,United States,USA,Rugby,Gold
Jnos Farkas,M,22,Hungary,HUN,Football,Gold
Pter Farkas,M,23,Hungary,HUN,Wrestling,Gold
"Felix Jeffrey ""Jeff"" Farrell",M,23,United States,USA,Swimming,Gold
"Felix Jeffrey ""Jeff"" Farrell",M,23,United States,USA,Swimming,Gold
Renita Maree Farrell-Garard,F,24,Australia,AUS,Hockey,Gold
Renita Maree Farrell-Garard,F,28,Australia,AUS,Hockey,Gold
Kaitlyn Brooke Farrington,F,24,United States,USA,Snowboarding,Gold
Kroly Fatr,M,28,Hungary,HUN,Football,Gold
Rachel Fattal,F,22,United States,USA,Water Polo,Gold
Richard Bruce Faulds,M,23,Great Britain,GBR,Shooting,Gold
David Andrew Vincent Faulkner,M,26,Great Britain,GBR,Hockey,Gold
Silvio Fauner,M,25,Italy,ITA,Cross Country Skiing,Gold
Joy Lynn Fawcett (Biefeld-),F,28,United States,USA,Football,Gold
Joy Lynn Fawcett (Biefeld-),F,36,United States,USA,Football,Gold
Lszl Fazekas,M,20,Hungary,HUN,Football,Gold
Krisztina Fazekas Zur,F,31,Hungary,HUN,Canoeing,Gold
Krisztina Fazekas Zur,F,36,Hungary,HUN,Canoeing,Gold
Federico Julin Fazio,M,21,Argentina,ARG,Football,Gold
Victor Alexander Feddersen,M,28,Denmark,DEN,Rowing,Gold
Roger Federer,M,26,Switzerland,SUI,Tennis,Gold
Aleksandra Andreyevna Fedoriva,F,19,Russia,RUS,Athletics,Gold
Sergey Anatolyevich Fedorovtsev,M,24,Russia,RUS,Rowing,Gold
"James ""Jimmy"" Feigen",M,26,United States,USA,Swimming,Gold
Alfred Felber,M,37,Switzerland,SUI,Rowing,Gold
Felipe Anderson Perieira Gomes,M,23,Brazil,BRA,Football,Gold
Robert Felisiak,M,29,Germany,GER,Fencing,Gold
Allyson Michelle Felix,F,22,United States,USA,Athletics,Gold
Allyson Michelle Felix,F,26,United States,USA,Athletics,Gold
Allyson Michelle Felix,F,26,United States,USA,Athletics,Gold
Allyson Michelle Felix,F,26,United States,USA,Athletics,Gold
Allyson Michelle Felix,F,30,United States,USA,Athletics,Gold
Allyson Michelle Felix,F,30,United States,USA,Athletics,Gold
Lszl Felkai,M,23,Hungary,HUN,Water Polo,Gold
Feng Kun,F,25,China,CHN,Volleyball,Gold
Feng Zhe,M,24,China,CHN,Gymnastics,Gold
Feng Zhe,M,24,China,CHN,Gymnastics,Gold
Dennis Fenton,M,31,United States,USA,Shooting,Gold
Dennis Fenton,M,31,United States,USA,Shooting,Gold
Dennis Fenton,M,31,United States,USA,Shooting,Gold
Csaba Fenyvesi,M,25,Hungary,HUN,Fencing,Gold
Csaba Fenyvesi,M,29,Hungary,HUN,Fencing,Gold
Csaba Fenyvesi,M,29,Hungary,HUN,Fencing,Gold
Emilie Fer,F,29,France,FRA,Canoeing,Gold
Cathy Jane Ferguson (-Brennan),F,16,United States,USA,Swimming,Gold
Cathy Jane Ferguson (-Brennan),F,16,United States,USA,Swimming,Gold
Ian Gordon Ferguson,M,32,New Zealand,NZL,Canoeing,Gold
Ian Gordon Ferguson,M,32,New Zealand,NZL,Canoeing,Gold
Ian Gordon Ferguson,M,32,New Zealand,NZL,Canoeing,Gold
Ian Gordon Ferguson,M,36,New Zealand,NZL,Canoeing,Gold
"Deborah ""Debbie"" Ferguson-McKenzie",F,24,Bahamas,BAH,Athletics,Gold
Bjrn Bernt Ewald Ferm,M,24,Sweden,SWE,Modern Pentathlon,Gold
Ana Ivis Fernndez Valle,F,22,Cuba,CUB,Volleyball,Gold
Ana Ivis Fernndez Valle,F,27,Cuba,CUB,Volleyball,Gold
Gabriel Diego Fernndez,M,27,Argentina,ARG,Basketball,Gold
"Beatriz Cristina ""Gigi"" Fernandez",F,28,United States,USA,Tennis,Gold
"Beatriz Cristina ""Gigi"" Fernandez",F,32,United States,USA,Tennis,Gold
Mara Isabel Fernndez Gutirrez,F,28,Spain,ESP,Judo,Gold
Jrme Fernandez,M,31,France,FRA,Handball,Gold
Jrme Fernandez,M,35,France,FRA,Handball,Gold
Lisa M. Fernandez (-Lujan),F,25,United States,USA,Softball,Gold
Lisa M. Fernandez (-Lujan),F,29,United States,USA,Softball,Gold
Lisa M. Fernandez (-Lujan),F,33,United States,USA,Softball,Gold
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,20,United States,USA,Tennis,Gold
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,24,United States,USA,Tennis,Gold
Osvaldo Fernndez Rodrguez,M,25,Cuba,CUB,Baseball,Gold
Xabier Fernndez Gaztaaga,M,27,Spain,ESP,Sailing,Gold
Francisco Fernndez Ochoa,M,21,Spain,ESP,Alpine Skiing,Gold
"Fernanda ""Fernandinha"" Ferreira",F,32,Brazil,BRA,Volleyball,Gold
Lyndon Ferns,M,20,South Africa,RSA,Swimming,Gold
Gillian Ferrari,F,25,Canada,CAN,Ice Hockey,Gold
Jean-Nol Ferrari,M,26,France,FRA,Fencing,Gold
Roberto Ferrari,M,29,Italy,ITA,Gymnastics,Gold
Ruggero Ferrario,M,22,Italy,ITA,Cycling,Gold
Pierpaolo Ferrazzi,M,27,Italy,ITA,Canoeing,Gold
Marcelo Bastos Ferreira,M,30,Brazil,BRA,Sailing,Gold
Marcelo Bastos Ferreira,M,38,Brazil,BRA,Sailing,Gold
Barbara Ann Ferrell (-Edmonson),F,21,United States,USA,Athletics,Gold
Albert Ferrer Llopis,M,22,Spain,ESP,Football,Gold
Massimiliano Ferretti,M,26,Italy,ITA,Water Polo,Gold
Bjrn Lars Johannes Erik Ferry,M,31,Sweden,SWE,Biathlon,Gold
"Edward Payson ""Ed"" Ferry",M,23,United States,USA,Rowing,Gold
Parmo Karl Ferslev,M,23,Denmark,DEN,Football,Gold
Jens Fiedler,M,22,Germany,GER,Cycling,Gold
Jens Fiedler,M,26,Germany,GER,Cycling,Gold
Jens Fiedler,M,34,Germany,GER,Cycling,Gold
"William Beauford ""Bill"" Fields",M,22,United States,USA,Rowing,Gold
Connor Evan Fields,M,23,United States,USA,Cycling,Gold
"John (Jacob) ""Jackie"" Fields (Finkelstein-)",M,16,United States,USA,Boxing,Gold
Andr Joseph Fierens,M,22,Belgium,BEL,Football,Gold
Victor Louis Fierens,M,44,Belgium,BEL,Archery,Gold
Victor Louis Fierens,M,44,Belgium,BEL,Archery,Gold
"James Thomas ""Jim"" Fifer",M,26,United States,USA,Rowing,Gold
Michela Figini (-Camozzi),F,17,Switzerland,SUI,Alpine Skiing,Gold
scar Albeyro Figueroa Mosquera,M,33,Colombia,COL,Weightlifting,Gold
Filip Filipovi,M,29,Serbia,SRB,Water Polo,Gold
Dmitry Rudolfovich Filippov,M,31,Russia,RUS,Handball,Gold
George Ingle Finch,M,35,Australia,AUS,Alpinism,Gold
Jennie Lynn Finch (-Daigle),F,23,United States,USA,Softball,Gold
"Conrad Francis ""Conn"" Findlay",M,26,United States,USA,Rowing,Gold
"Conrad Francis ""Conn"" Findlay",M,34,United States,USA,Rowing,Gold
Louis Casimir Finet,M,26,Belgium,BEL,Equestrianism,Gold
Michelle Bonae Finn (-Burrell),F,27,United States,USA,Athletics,Gold
"Christopher Martin ""Chris"" Finnegan",M,24,Great Britain,GBR,Boxing,Gold
Domenico Fioravanti,M,23,Italy,ITA,Swimming,Gold
Domenico Fioravanti,M,23,Italy,ITA,Swimming,Gold
Mario Fiorillo,M,29,Italy,ITA,Water Polo,Gold
Aria Fischer,F,17,United States,USA,Water Polo,Gold
Carsten Fischer,M,30,Germany,GER,Hockey,Gold
Fanny Fischer,F,21,Germany,GER,Canoeing,Gold
"Friedrich ""Fritz"" Fischer",M,35,Germany,GER,Biathlon,Gold
Makenzie Fischer,F,19,United States,USA,Water Polo,Gold
Marcel Fischer,M,25,Switzerland,SUI,Fencing,Gold
Sven Fischer,M,22,Germany,GER,Biathlon,Gold
Sven Fischer,M,26,Germany,GER,Biathlon,Gold
Sven Fischer,M,34,Germany,GER,Biathlon,Gold
Sven Fischer,M,34,Germany,GER,Biathlon,Gold
Birgit Fischer-Schmidt,F,30,Germany,GER,Canoeing,Gold
Birgit Fischer-Schmidt,F,34,Germany,GER,Canoeing,Gold
Birgit Fischer-Schmidt,F,38,Germany,GER,Canoeing,Gold
Birgit Fischer-Schmidt,F,38,Germany,GER,Canoeing,Gold
Birgit Fischer-Schmidt,F,42,Germany,GER,Canoeing,Gold
George Winthrop Fish,M,25,United States,USA,Rugby,Gold
Maree Beverley Fish,F,25,Australia,AUS,Hockey,Gold
"Morris ""Bud"" Fisher",M,27,United States,USA,Shooting,Gold
"Morris ""Bud"" Fisher",M,27,United States,USA,Shooting,Gold
"Morris ""Bud"" Fisher",M,27,United States,USA,Shooting,Gold
"Morris ""Bud"" Fisher",M,32,United States,USA,Shooting,Gold
"Morris ""Bud"" Fisher",M,32,United States,USA,Shooting,Gold
"Franklyn Wood ""Frank"" Fisher",M,20,Canada,CAN,Ice Hockey,Gold
Hugh Fisher,M,28,Canada,CAN,Canoeing,Gold
Benita P. Fitzgerald-Brown (-Mosley),F,23,United States,USA,Athletics,Gold
"James Paul ""Jim"" Fitzpatrick",M,27,United States,USA,Rugby,Gold
Casey J. FitzRandolph,M,27,United States,USA,Speed Skating,Gold
Oliver Fix,M,23,Germany,GER,Canoeing,Gold
"Kenneth Eliot ""Ken"" Flach",M,25,United States,USA,Tennis,Gold
Thomas Flach,M,40,Germany,GER,Sailing,Gold
"Edwin Harold ""Teddy"" Flack",M,22,Australia,AUS,Athletics,Gold
"Edwin Harold ""Teddy"" Flack",M,22,Australia,AUS,Athletics,Gold
Marie Lon Flameng,M,18,France,FRA,Cycling,Gold
Didier Flament,M,29,France,FRA,Fencing,Gold
Jeanne Ann Flanagan,F,27,United States,USA,Rowing,Gold
John Joseph Flanagan,M,32,United States,USA,Athletics,Gold
John Joseph Flanagan,M,36,United States,USA,Athletics,Gold
John Joseph Flanagan,M,40,United States,USA,Athletics,Gold
Alfred Flatow,M,26,Germany,GER,Gymnastics,Gold
Alfred Flatow,M,26,Germany,GER,Gymnastics,Gold
Alfred Flatow,M,26,Germany,GER,Gymnastics,Gold
Gustav Felix Flatow,M,21,Germany,GER,Gymnastics,Gold
Gustav Felix Flatow,M,21,Germany,GER,Gymnastics,Gold
"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,24,Germany,GER,Athletics,Gold
John Francis Fleming,M,26,Great Britain,GBR,Shooting,Gold
Peggy Gale Fleming (-Jenkins),F,19,United States,USA,Figure Skating,Gold
"Vernon ""Vern"" Fleming",M,22,United States,USA,Basketball,Gold
Laura lodie Flessel-Colovic,F,24,France,FRA,Fencing,Gold
Laura lodie Flessel-Colovic,F,24,France,FRA,Fencing,Gold
Jennie Fletcher (-Hyslop),F,22,Great Britain,GBR,Swimming,Gold
"Theoren Wallace ""Theo"" Fleury",M,33,Canada,CAN,Ice Hockey,Gold
Catherine Dominique Marie-Christine Fleury-Vachon,F,26,France,FRA,Judo,Gold
"Debra Lee ""Debbie"" Flintoff-King",F,28,Australia,AUS,Athletics,Gold
"Jeffrey James ""Jeff"" Float",M,24,United States,USA,Swimming,Gold
Gran Ingmar Flodstrm,M,23,Sweden,SWE,Fencing,Gold
Rodica Maria Florea-erban,F,21,Romania,ROU,Rowing,Gold
Ronald Florijn,M,27,Netherlands,NED,Rowing,Gold
Ronald Florijn,M,35,Netherlands,NED,Rowing,Gold
Marianne Florman Christensen,F,32,Denmark,DEN,Handball,Gold
Tairia Flowers,F,23,United States,USA,Softball,Gold
Sbastien Flte,M,20,France,FRA,Archery,Gold
"Edward Loring ""Eddie"" Flynn",M,22,United States,USA,Boxing,Gold
Bror Karl Fock,M,24,Sweden,SWE,Athletics,Gold
Rajmund Fodor,M,24,Hungary,HUN,Water Polo,Gold
Rajmund Fodor,M,28,Hungary,HUN,Water Polo,Gold
Paul Jeffrey Foerster,M,40,United States,USA,Sailing,Gold
"Hlia ""Fofo"" Rogrio de Souza Pinto",F,38,Brazil,BRA,Volleyball,Gold
Carl Wilhelm Folcker,M,19,Sweden,SWE,Gymnastics,Gold
Dezs Fldes,M,27,Hungary,HUN,Fencing,Gold
Dezs Fldes,M,31,Hungary,HUN,Fencing,Gold
Imre Fldi,M,34,Hungary,HUN,Weightlifting,Gold
Hugh Miller Foley,M,20,United States,USA,Rowing,Gold
Lszl Foltn,M,27,Hungary,HUN,Canoeing,Gold
Alfredo Foni,M,25,Italy,ITA,Football,Gold
Ramn Fonst Segundo,M,16,Cuba,CUB,Fencing,Gold
Ramn Fonst Segundo,M,20,Cuba,CUB,Fencing,Gold
Ramn Fonst Segundo,M,20,Cuba,CUB,Fencing,Gold
Ramn Fonst Segundo,M,20,Cuba,CUB,Fencing,Gold
Adam David Vernon Foote,M,30,Canada,CAN,Ice Hockey,Gold
David John Oliver Forbes,M,38,Australia,AUS,Sailing,Gold
Atina Ford (Johnston-),F,26,Canada,CAN,Curling,Gold
"Gilbert ""Gib"" Ford",M,25,United States,USA,Basketball,Gold
Michelle Jan Ford (-Eriksson),F,18,Australia,AUS,Swimming,Gold
"Philip Jackson ""Phil"" Ford, Jr.",M,20,United States,USA,Basketball,Gold
George Edward Foreman,M,19,United States,USA,Boxing,Gold
Michael Joseph Forgeron,M,26,Canada,CAN,Rowing,Gold
Ernesto Formenti,M,20,Italy,ITA,Boxing,Gold
Giacomo Fornoni,M,20,Italy,ITA,Cycling,Gold
Peter Mattias Forsberg,M,20,Sweden,SWE,Ice Hockey,Gold
Peter Mattias Forsberg,M,32,Sweden,SWE,Ice Hockey,Gold
Sven Otto Forssman,M,25,Sweden,SWE,Gymnastics,Gold
Charles Eric Forsyth,M,23,Great Britain,GBR,Water Polo,Gold
"Joseph Cephis ""Joe"" Fortenberry",M,25,United States,USA,Basketball,Gold
Laura Michele Fortino,F,23,Canada,CAN,Ice Hockey,Gold
Wojciech Fortuna,M,19,Poland,POL,Ski Jumping,Gold
Scott Thomas Fortune,M,22,United States,USA,Volleyball,Gold
"Richard Douglas ""Dick"" Fosbury",M,21,United States,USA,Athletics,Gold
Frank Kent Foss,M,24,United States,USA,Athletics,Gold
"James ""Jimmy"" Foster",M,30,Great Britain,GBR,Ice Hockey,Gold
"Timothy James Carrington ""Tim"" Foster",M,30,Great Britain,GBR,Rowing,Gold
"William ""Willie"" Foster",M,17,Great Britain,GBR,Swimming,Gold
Julie Maurine Foudy,F,25,United States,USA,Football,Gold
Julie Maurine Foudy,F,33,United States,USA,Football,Gold
Emmanuel Foulon,M,28,Belgium,BEL,Archery,Gold
Martin Fourcade,M,25,France,FRA,Biathlon,Gold
Martin Fourcade,M,25,France,FRA,Biathlon,Gold
"Calvin Bernard ""Cal"" Fowler",M,28,United States,USA,Basketball,Gold
Sylvia Shaqueria Fowles,F,22,United States,USA,Basketball,Gold
Sylvia Shaqueria Fowles,F,26,United States,USA,Basketball,Gold
Sylvia Shaqueria Fowles,F,30,United States,USA,Basketball,Gold
Catherine Mai-Lan Fox,F,18,United States,USA,Swimming,Gold
Catherine Mai-Lan Fox,F,18,United States,USA,Swimming,Gold
David Ashley Fox,M,25,United States,USA,Swimming,Gold
"Jeremy Robert ""Jim"" Fox",M,34,Great Britain,GBR,Modern Pentathlon,Gold
Joanne Kylie Fox,F,21,Australia,AUS,Water Polo,Gold
Mirka Francia Vasconcelos,F,25,Cuba,CUB,Volleyball,Gold
"Zsuzsanna ""Susan"" Francia",F,25,United States,USA,Rowing,Gold
"Zsuzsanna ""Susan"" Francia",F,29,United States,USA,Rowing,Gold
Phyllis Chanez Francis,F,24,United States,USA,Athletics,Gold
Joseph Roger Franois,M,27,France,FRA,Weightlifting,Gold
Aage Valdemar Harald Frandsen,M,29,Denmark,DEN,Gymnastics,Gold
Michele Frangilli,M,36,Italy,ITA,Archery,Gold
Egon Johann Franke,M,28,Poland,POL,Fencing,Gold
"Melissa Jeanette ""Missy"" Franklin",F,17,United States,USA,Swimming,Gold
"Melissa Jeanette ""Missy"" Franklin",F,17,United States,USA,Swimming,Gold
"Melissa Jeanette ""Missy"" Franklin",F,17,United States,USA,Swimming,Gold
"Melissa Jeanette ""Missy"" Franklin",F,17,United States,USA,Swimming,Gold
"Melissa Jeanette ""Missy"" Franklin",F,21,United States,USA,Swimming,Gold
Ryan Ray Franklin,M,27,United States,USA,Baseball,Gold
Valner Frankovi,M,28,Croatia,CRO,Handball,Gold
Dawn Lorraine Fraser,F,19,Australia,AUS,Swimming,Gold
Dawn Lorraine Fraser,F,19,Australia,AUS,Swimming,Gold
Dawn Lorraine Fraser,F,22,Australia,AUS,Swimming,Gold
Dawn Lorraine Fraser,F,27,Australia,AUS,Swimming,Gold
